node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CDKN1A	CDK2	4447168	4435732	9606.ENSP00000384849	9606.ENSP00000266970	0	0	0	0	0.051	0.994	0.9	0.942	0.999
HNRNPK	HNRNPH1	4444702	4441896	9606.ENSP00000365439	9606.ENSP00000349168	0	0	0	0	0.98	0.301	0.9	0.64	0.999
NUP160	NUP107	4445058	4433447	9606.ENSP00000367721	9606.ENSP00000229179	0	0	0	0	0.447	0.901	0.9	0.941	0.999
MRPL40	MRPL15	4440454	4434745	9606.ENSP00000333401	9606.ENSP00000260102	0	0	0	0	0.255	0.99	0.9	0	0.999
MRPL21	MRPL17	4442495	4436789	9606.ENSP00000354580	9606.ENSP00000288937	0	0	0	0	0.858	0.944	0.9	0.386	0.999
TRA2B	SRSF7	4448854	4439803	9606.ENSP00000416959	9606.ENSP00000325905	0	0	0	0	0.82	0.992	0.9	0.586	0.999
MRPS16	MRPL16	4444061	4437644	9606.ENSP00000362036	9606.ENSP00000300151	0.042	0	0	0	0.353	0.943	0.9	0.76	0.999
MRPL43	MRPS9	4440999	4434635	9606.ENSP00000339844	9606.ENSP00000258455	0	0	0	0	0.821	0.92	0.9	0.58	0.999
MRPS15	MRPS16	4444114	4444061	9606.ENSP00000362208	9606.ENSP00000362036	0.198	0	0	0	0.685	0.954	0.9	0.521	0.999
MRPL47	MRPL19	4448914	4446201	9606.ENSP00000417602	9606.ENSP00000377486	0	0	0	0	0.803	0.994	0.9	0.173	0.999
NUP62	NUP54	4450981	4435509	9606.ENSP00000471191	9606.ENSP00000264883	0	0	0	0	0.153	0.985	0.9	0.893	0.999
DAP3	PTCD3	4443086	4434370	9606.ENSP00000357320	9606.ENSP00000254630	0	0	0	0	0.168	0.994	0.9	0.615	0.999
CDT1	MCM2	4437709	4435544	9606.ENSP00000301019	9606.ENSP00000265056	0	0	0	0	0.935	0.412	0.9	0.916	0.999
MAML3	NOTCH1	4449159	4436260	9606.ENSP00000421180	9606.ENSP00000277541	0	0	0	0	0	0.994	0.9	0.532	0.999
MRPL47	MRPS18A	4448914	4443886	9606.ENSP00000417602	9606.ENSP00000361206	0	0	0	0	0.526	0.97	0.9	0.594	0.999
MRPL9	MRPL15	4443200	4434745	9606.ENSP00000357823	9606.ENSP00000260102	0	0	0	0	0.693	0.989	0.9	0.344	0.999
MRPL2	MRPL4	4445791	4434282	9606.ENSP00000373404	9606.ENSP00000253099	0.135	0	0	0	0.486	0.989	0.9	0.619	0.999
MCM2	MCM5	4435544	4432914	9606.ENSP00000265056	9606.ENSP00000216122	0	0	0	0.778	0.999	0.998	0.9	0.982	0.999
MTOR	RICTOR	4442490	4437335	9606.ENSP00000354558	9606.ENSP00000296782	0	0	0	0	0.112	0.963	0.9	0.977	0.999
FYN	CDH1	4441647	4434944	9606.ENSP00000346671	9606.ENSP00000261769	0	0	0	0	0	0.993	0.9	0.637	0.999
MRPL11	MRPL13	4438456	4438233	9606.ENSP00000308897	9606.ENSP00000306548	0.16	0	0.208	0	0.69	0.989	0.9	0.411	0.999
CDK6	CCND1	4435642	4433391	9606.ENSP00000265734	9606.ENSP00000227507	0	0	0	0	0.055	0.994	0.9	0.934	0.999
MRPL44	MRPL32	4434620	4433279	9606.ENSP00000258383	9606.ENSP00000223324	0.185	0	0	0	0.336	0.989	0.9	0.091	0.999
MRPS16	MRPL43	4444061	4440999	9606.ENSP00000362036	9606.ENSP00000339844	0	0	0	0	0.824	0.945	0.9	0.598	0.999
MRPS9	MRPS10	4434635	4432631	9606.ENSP00000258455	9606.ENSP00000053468	0.219	0	0	0	0.647	0.954	0.9	0.682	0.999
HNRNPK	HNRNPA1	4444702	4441190	9606.ENSP00000365439	9606.ENSP00000341826	0	0	0	0	0.957	0.657	0.9	0.706	0.999
MRPL42	MRPS18C	4450296	4437158	9606.ENSP00000449884	9606.ENSP00000295491	0	0	0	0	0.838	0.807	0.9	0.746	0.999
MRPS16	MRPS11	4444061	4439124	9606.ENSP00000362036	9606.ENSP00000317376	0.176	0	0	0	0.577	0.94	0.9	0.683	0.999
MRPL47	MRPL32	4448914	4433279	9606.ENSP00000417602	9606.ENSP00000223324	0	0	0	0	0.87	0.984	0.9	0.204	0.999
DAP3	MRPS9	4443086	4434635	9606.ENSP00000357320	9606.ENSP00000258455	0	0	0	0	0.704	0.992	0.9	0.602	0.999
CDK2	CDKN1B	4435732	4433436	9606.ENSP00000266970	9606.ENSP00000228872	0	0	0	0	0.051	0.991	0.9	0.934	0.999
HNRNPF	HNRNPA2B1	4448121	4441649	9606.ENSP00000400433	9606.ENSP00000346694	0	0	0	0	0.923	0.608	0.9	0.755	0.999
SF3B1	SF3A2	4440663	4433166	9606.ENSP00000335321	9606.ENSP00000221494	0	0	0	0	0.13	0.998	0.9	0.894	0.999
HNRNPA1	HNRNPM	4441190	4439758	9606.ENSP00000341826	9606.ENSP00000325376	0	0	0	0	0.951	0.617	0.9	0.69	0.999
PRKAG2	PRKAB2	4436747	4434342	9606.ENSP00000287878	9606.ENSP00000254101	0	0	0	0	0.062	0.958	0.9	0.794	0.999
MCM2	CDC6	4435544	4432832	9606.ENSP00000265056	9606.ENSP00000209728	0.052	0	0	0	0.829	0.947	0.9	0.949	0.999
AKT1	FOXO3	4450372	4447277	9606.ENSP00000451828	9606.ENSP00000385824	0	0	0	0	0.055	0.796	0.9	0.981	0.999
MRPL38	MRPL4	4438396	4434282	9606.ENSP00000308275	9606.ENSP00000253099	0	0	0	0	0.663	0.975	0.9	0.476	0.999
MRPL36	MRPS11	4449248	4439124	9606.ENSP00000423399	9606.ENSP00000317376	0.219	0	0	0	0.638	0.94	0.9	0.577	0.999
PRPF19	SNRPD3	4433393	4432879	9606.ENSP00000227524	9606.ENSP00000215829	0	0	0	0	0.731	0.96	0.9	0.284	0.999
MRPL41	MRPL40	4443748	4440454	9606.ENSP00000360498	9606.ENSP00000333401	0	0	0	0	0.747	0.976	0.9	0	0.999
MRPL36	MRPL32	4449248	4433279	9606.ENSP00000423399	9606.ENSP00000223324	0.211	0	0	0	0.649	0.944	0.9	0.501	0.999
MRPL19	MRPS16	4446201	4444061	9606.ENSP00000377486	9606.ENSP00000362036	0.295	0	0	0	0.683	0.944	0.9	0.544	0.999
UBC	UBE2S	4449992	4435448	9606.ENSP00000441543	9606.ENSP00000264552	0	0	0	0	0	0.999	0.9	0.47	0.999
UBC	CDC20	4449992	4443940	9606.ENSP00000441543	9606.ENSP00000361540	0	0	0	0	0.063	0.994	0.9	0.199	0.999
CCNE1	CDKN1B	4435118	4433436	9606.ENSP00000262643	9606.ENSP00000228872	0	0	0	0	0.063	0.994	0.9	0.736	0.999
MRPS2	MRPS35	4443812	4432657	9606.ENSP00000360850	9606.ENSP00000081029	0	0	0	0	0.347	0.994	0.9	0	0.999
MRPS18B	MRPS9	4434730	4434635	9606.ENSP00000259873	9606.ENSP00000258455	0	0	0	0	0.146	0.984	0.9	0.56	0.999
MRPL16	MRPL4	4437644	4434282	9606.ENSP00000300151	9606.ENSP00000253099	0.077	0	0	0	0.685	0.984	0.9	0.385	0.999
MRPS23	MRPS31	4439340	4438994	9606.ENSP00000320184	9606.ENSP00000315397	0	0	0	0	0.111	0.993	0.9	0	0.999
PTPN11	IRS1	4441096	4438085	9606.ENSP00000340944	9606.ENSP00000304895	0	0	0	0	0	0.974	0.9	0.781	0.999
MRPL47	MRPS5	4448914	4436025	9606.ENSP00000417602	9606.ENSP00000272418	0	0	0	0	0.851	0.943	0.9	0.421	0.999
MCM2	ORC2	4435544	4433622	9606.ENSP00000265056	9606.ENSP00000234296	0	0	0	0	0.677	0.976	0.9	0.817	0.999
CDC20	UBE2S	4443940	4435448	9606.ENSP00000361540	9606.ENSP00000264552	0	0	0	0	0.573	0.993	0.9	0.615	0.999
CDKN1A	CCND2	4447168	4434845	9606.ENSP00000384849	9606.ENSP00000261254	0	0	0	0	0.061	0.993	0.9	0.691	0.999
ORC1	MCM5	4443772	4432914	9606.ENSP00000360623	9606.ENSP00000216122	0.052	0	0	0	0.881	0.97	0.9	0.755	0.999
CCNE2	CDK2	4449487	4435732	9606.ENSP00000429089	9606.ENSP00000266970	0	0	0	0	0.199	0.997	0.9	0.856	0.999
MRPS16	MRPL44	4444061	4434620	9606.ENSP00000362036	9606.ENSP00000258383	0.185	0	0	0	0.34	0.943	0.9	0.745	0.999
MLST8	RICTOR	4450538	4437335	9606.ENSP00000456405	9606.ENSP00000296782	0	0	0	0	0	0.917	0.9	0.974	0.999
MRPL43	MRPL4	4440999	4434282	9606.ENSP00000339844	9606.ENSP00000253099	0	0	0	0	0.807	0.971	0.9	0	0.999
CDK1	CCNB2	4446389	4436767	9606.ENSP00000378699	9606.ENSP00000288207	0	0	0	0	0.993	0.966	0.9	0.853	0.999
CDK4	CCND1	4434582	4433391	9606.ENSP00000257904	9606.ENSP00000227507	0	0	0	0	0.082	0.994	0.9	0.973	0.999
MRPL40	MRPL4	4440454	4434282	9606.ENSP00000333401	9606.ENSP00000253099	0	0	0	0	0.742	0.98	0.9	0.324	0.999
MRPS2	DAP3	4443812	4443086	9606.ENSP00000360850	9606.ENSP00000357320	0	0	0	0	0.201	0.998	0.9	0.395	0.999
MRPL9	MRPL32	4443200	4433279	9606.ENSP00000357823	9606.ENSP00000223324	0	0	0	0	0.407	0.99	0.9	0.381	0.999
AKT1	MTOR	4450372	4442490	9606.ENSP00000451828	9606.ENSP00000354558	0	0	0	0	0.08	0.872	0.9	0.972	0.999
SPTAN1	SPTBN1	4444013	4441904	9606.ENSP00000361824	9606.ENSP00000349259	0	0	0	0.675	0.906	0.957	0.9	0.86	0.999
MRPL3	MRPL15	4435531	4434745	9606.ENSP00000264995	9606.ENSP00000260102	0.135	0	0	0	0.931	0.992	0.9	0.2	0.999
MRPS14	MRPS9	4449138	4434635	9606.ENSP00000420714	9606.ENSP00000258455	0.219	0	0	0	0.508	0.973	0.9	0.566	0.999
CCND3	CDK6	4444072	4435642	9606.ENSP00000362082	9606.ENSP00000265734	0	0	0	0	0.064	0.998	0.9	0.876	0.999
MRPL9	MRPL17	4443200	4436789	9606.ENSP00000357823	9606.ENSP00000288937	0.071	0	0	0	0.709	0.991	0.9	0.386	0.999
MRPL16	MRPS5	4437644	4436025	9606.ENSP00000300151	9606.ENSP00000272418	0.093	0	0	0	0.535	0.943	0.9	0.695	0.999
NUP93	NUP205	4438619	4436653	9606.ENSP00000310668	9606.ENSP00000285968	0	0	0	0	0.394	0.916	0.9	0.934	0.999
CCNE1	CDK4	4435118	4434582	9606.ENSP00000262643	9606.ENSP00000257904	0	0	0	0	0.143	0.994	0.9	0.824	0.999
APH1A	PSEN2	4443259	4442740	9606.ENSP00000358105	9606.ENSP00000355747	0	0	0	0	0.079	0.997	0.9	0.837	0.999
HNRNPH1	HNRNPA1	4441896	4441190	9606.ENSP00000349168	9606.ENSP00000341826	0	0	0	0	0.955	0.574	0.9	0.757	0.999
ALYREF	SRSF1	4449181	4434667	9606.ENSP00000421592	9606.ENSP00000258962	0	0	0.226	0	0.944	0.881	0.9	0.499	0.999
HNRNPH1	HNRNPL	4441896	4433154	9606.ENSP00000349168	9606.ENSP00000221419	0	0	0	0	0.978	0.78	0.9	0.678	0.999
NEDD4L	UBE2D2	4446996	4446851	9606.ENSP00000383199	9606.ENSP00000381717	0	0	0	0	0.06	0.972	0.9	0.676	0.999
NUP133	NUP107	4434869	4433447	9606.ENSP00000261396	9606.ENSP00000229179	0	0	0	0	0.864	0.966	0.9	0.944	0.999
CDC5L	SF3B1	4443756	4440663	9606.ENSP00000360532	9606.ENSP00000335321	0	0	0	0	0.576	0.995	0.9	0.736	0.999
DAP3	MRPL4	4443086	4434282	9606.ENSP00000357320	9606.ENSP00000253099	0	0	0	0	0.863	0.943	0.9	0	0.999
MRPL44	MRPL4	4434620	4434282	9606.ENSP00000258383	9606.ENSP00000253099	0	0	0	0	0.707	0.98	0.9	0.085	0.999
MRPL19	MRPL15	4446201	4434745	9606.ENSP00000377486	9606.ENSP00000260102	0	0	0	0	0.775	0.991	0.9	0.308	0.999
MRPL47	MRPL3	4448914	4435531	9606.ENSP00000417602	9606.ENSP00000264995	0	0	0	0	0.587	0.985	0.9	0.403	0.999
SNRPD2	SF3A2	4441252	4433166	9606.ENSP00000342374	9606.ENSP00000221494	0	0	0	0	0.228	0.98	0.9	0.648	0.999
MRPL18	MRPL4	4442794	4434282	9606.ENSP00000356001	9606.ENSP00000253099	0	0	0	0	0.739	0.965	0.9	0	0.999
MRPL4	MRPL27	4434282	4433347	9606.ENSP00000253099	9606.ENSP00000225969	0	0	0	0	0.881	0.979	0.9	0.228	0.999
MRPS16	MRPS2	4444061	4443812	9606.ENSP00000362036	9606.ENSP00000360850	0.133	0	0	0	0.475	0.992	0.9	0.65	0.999
MCM3	MCM2	4451546	4435544	9606.ENSP00000480987	9606.ENSP00000265056	0	0	0	0.733	0.997	0.998	0.9	0.919	0.999
SNRPD2	SNRPF	4441252	4435728	9606.ENSP00000342374	9606.ENSP00000266735	0	0	0	0	0.992	0.993	0.9	0.887	0.999
MRPS23	MRPS35	4439340	4432657	9606.ENSP00000320184	9606.ENSP00000081029	0	0	0	0	0.134	0.996	0.9	0	0.999
MRPL43	MRPL44	4440999	4434620	9606.ENSP00000339844	9606.ENSP00000258383	0	0	0	0	0.312	0.992	0.9	0.329	0.999
CDC45	MCM4	4448376	4435007	9606.ENSP00000405726	9606.ENSP00000262105	0	0	0	0	0.956	0.866	0.9	0.909	0.999
MRPL47	MRPL43	4448914	4440999	9606.ENSP00000417602	9606.ENSP00000339844	0	0	0	0	0.548	0.988	0.9	0	0.999
MRPS22	PTCD3	4448944	4434370	9606.ENSP00000418008	9606.ENSP00000254630	0	0	0	0	0.124	0.998	0.9	0.305	0.999
MRPS14	MRPS15	4449138	4444114	9606.ENSP00000420714	9606.ENSP00000362208	0	0	0	0	0.567	0.982	0.9	0.328	0.999
MAML2	NOTCH1	4449714	4436260	9606.ENSP00000434552	9606.ENSP00000277541	0	0	0	0	0	0.993	0.9	0.572	0.999
MRPS16	MRPL40	4444061	4440454	9606.ENSP00000362036	9606.ENSP00000333401	0	0	0	0	0.695	0.943	0.9	0.567	0.999
MRPL19	MRPL17	4446201	4436789	9606.ENSP00000377486	9606.ENSP00000288937	0.156	0	0	0	0.913	0.957	0.9	0.383	0.999
NUP43	NUP98	4441241	4439036	9606.ENSP00000342262	9606.ENSP00000316032	0	0	0	0	0.127	0.957	0.9	0.773	0.999
NUP188	NUP93	4443970	4438619	9606.ENSP00000361658	9606.ENSP00000310668	0	0	0	0	0.241	0.964	0.9	0.904	0.999
SHC1	GRB2	4448165	4446042	9606.ENSP00000401303	9606.ENSP00000376345	0	0	0	0	0.061	0.994	0.9	0.979	0.999
NUP98	NUP133	4439036	4434869	9606.ENSP00000316032	9606.ENSP00000261396	0	0	0	0	0.287	0.888	0.9	0.927	0.999
MCM3	CDT1	4451546	4437709	9606.ENSP00000480987	9606.ENSP00000301019	0	0	0	0	0.92	0.185	0.9	0.87	0.999
MRPS22	MRPS28	4448944	4436232	9606.ENSP00000418008	9606.ENSP00000276585	0	0	0	0	0.305	0.997	0.9	0	0.999
CDK1	CKS2	4446389	4444630	9606.ENSP00000378699	9606.ENSP00000364976	0	0	0	0	0.965	0.951	0.54	0.718	0.999
MCM3	CDC6	4451546	4432832	9606.ENSP00000480987	9606.ENSP00000209728	0.052	0	0	0	0.893	0.97	0.9	0.894	0.999
MRPL17	MRPS10	4436789	4432631	9606.ENSP00000288937	9606.ENSP00000053468	0.219	0	0	0	0.733	0.943	0.9	0.308	0.999
MRPS5	MRPL4	4436025	4434282	9606.ENSP00000272418	9606.ENSP00000253099	0.135	0	0	0	0.842	0.944	0.9	0.405	0.999
NUP160	NUP133	4445058	4434869	9606.ENSP00000367721	9606.ENSP00000261396	0	0	0	0	0.222	0.869	0.9	0.942	0.999
MRPL13	MRPS7	4438233	4433935	9606.ENSP00000306548	9606.ENSP00000245539	0.167	0	0.256	0	0.588	0.907	0.9	0.731	0.999
MRPL36	MRPL40	4449248	4440454	9606.ENSP00000423399	9606.ENSP00000333401	0	0	0	0	0.803	0.943	0.9	0.404	0.999
MRPL36	MRPL17	4449248	4436789	9606.ENSP00000423399	9606.ENSP00000288937	0.295	0	0	0	0.736	0.944	0.9	0.384	0.999
MRPS2	MRPS10	4443812	4432631	9606.ENSP00000360850	9606.ENSP00000053468	0.11	0	0	0	0.54	0.956	0.9	0.71	0.999
ORC2	CDC6	4433622	4432832	9606.ENSP00000234296	9606.ENSP00000209728	0	0	0	0	0.441	0.998	0.9	0.736	0.999
MCM4	MCM5	4435007	4432914	9606.ENSP00000262105	9606.ENSP00000216122	0	0	0	0.783	0.999	0.97	0.9	0.934	0.999
SMURF1	SMAD7	4442504	4435020	9606.ENSP00000354621	9606.ENSP00000262158	0	0	0	0	0	0.974	0.9	0.731	0.999
MRPL19	MRPL16	4446201	4437644	9606.ENSP00000377486	9606.ENSP00000300151	0	0	0	0	0.569	0.991	0.9	0.204	0.999
JUN	ATF3	4443699	4441415	9606.ENSP00000360266	9606.ENSP00000344352	0	0	0	0	0.863	0.67	0.9	0.917	0.999
SNRNP70	SNRPF	4451051	4435728	9606.ENSP00000472998	9606.ENSP00000266735	0	0	0	0	0.734	0.972	0.9	0.483	0.999
MAML3	MAML1	4449159	4436982	9606.ENSP00000421180	9606.ENSP00000292599	0	0	0	0.777	0.061	0.993	0.9	0.725	0.999
UBA52	RPL13A	4447538	4445957	9606.ENSP00000388107	9606.ENSP00000375730	0	0	0	0	0.959	0.958	0.9	0.48	0.999
CDKN1A	CCND3	4447168	4444072	9606.ENSP00000384849	9606.ENSP00000362082	0	0	0	0	0.061	0.993	0.9	0.712	0.999
MRPL22	MRPL47	4449572	4448914	9606.ENSP00000431040	9606.ENSP00000417602	0	0	0	0	0.572	0.984	0.9	0.173	0.999
SNRPG	SNRPF	4436020	4435728	9606.ENSP00000272348	9606.ENSP00000266735	0	0	0	0	0.995	0.986	0.9	0.963	0.999
MRPL21	MRPL20	4442495	4441114	9606.ENSP00000354580	9606.ENSP00000341082	0	0	0	0	0.648	0.989	0.9	0.586	0.999
CDK2	CCND1	4435732	4433391	9606.ENSP00000266970	9606.ENSP00000227507	0	0	0	0	0.089	0.845	0.9	0.96	0.999
MRPS2	MRPL43	4443812	4440999	9606.ENSP00000360850	9606.ENSP00000339844	0	0	0	0	0.391	0.953	0.9	0.698	0.999
GRB2	CBL	4446042	4435363	9606.ENSP00000376345	9606.ENSP00000264033	0	0	0	0	0.086	0.963	0.9	0.805	0.999
MRPS15	MRPS5	4444114	4436025	9606.ENSP00000362208	9606.ENSP00000272418	0	0	0	0	0.799	0.991	0.9	0.359	0.999
CDC7	MCM5	4447780	4432914	9606.ENSP00000393139	9606.ENSP00000216122	0	0	0	0	0.558	0.995	0.9	0.857	0.999
MRPL27	MRPL32	4433347	4433279	9606.ENSP00000225969	9606.ENSP00000223324	0.23	0	0	0	0.728	0.952	0.9	0.406	0.999
DBF4	MCM4	4435639	4435007	9606.ENSP00000265728	9606.ENSP00000262105	0	0	0	0	0.19	0.919	0.9	0.897	0.999
MRPL13	MRPL17	4438233	4436789	9606.ENSP00000306548	9606.ENSP00000288937	0.219	0	0	0	0.953	0.987	0.9	0.358	0.999
TNNI2	TNNC1	4445617	4433570	9606.ENSP00000371331	9606.ENSP00000232975	0	0	0	0	0.087	0.974	0.9	0.724	0.999
MRPL41	MRPL4	4443748	4434282	9606.ENSP00000360498	9606.ENSP00000253099	0	0	0	0	0.296	0.988	0.9	0	0.999
SNRPE	PRPF19	4448130	4433393	9606.ENSP00000400591	9606.ENSP00000227524	0	0	0	0	0.747	0.958	0.9	0.226	0.999
MRPL46	MRPL27	4438774	4433347	9606.ENSP00000312311	9606.ENSP00000225969	0	0	0	0	0.856	0.951	0.9	0	0.999
MRPL13	MRPS10	4438233	4432631	9606.ENSP00000306548	9606.ENSP00000053468	0.167	0	0	0	0.769	0.943	0.9	0.49	0.999
MRPS33	MRPS31	4446096	4438994	9606.ENSP00000376732	9606.ENSP00000315397	0	0	0	0	0.132	0.972	0.9	0.735	0.999
RPL13A	RPS27A	4445957	4436015	9606.ENSP00000375730	9606.ENSP00000272317	0	0	0	0	0.966	0.958	0.9	0.279	0.999
MCM7	CDT1	4438312	4437709	9606.ENSP00000307288	9606.ENSP00000301019	0	0	0	0	0.941	0.416	0.9	0.944	0.999
CCND3	CDK2	4444072	4435732	9606.ENSP00000362082	9606.ENSP00000266970	0	0	0	0	0.063	0.994	0.8	0.816	0.999
CCNA2	CDC6	4436109	4432832	9606.ENSP00000274026	9606.ENSP00000209728	0	0	0	0	0.906	0.92	0.9	0.876	0.999
TPI1	GAPDH	4433456	4433451	9606.ENSP00000229270	9606.ENSP00000229239	0.185	0.163	0.229	0	0.821	0.83	0.9	0.853	0.999
MRPL16	MRPL15	4437644	4434745	9606.ENSP00000300151	9606.ENSP00000260102	0.093	0	0	0	0.512	0.99	0.9	0.548	0.999
MRPS2	MRPS18B	4443812	4434730	9606.ENSP00000360850	9606.ENSP00000259873	0	0	0	0	0.249	0.997	0.9	0.116	0.999
CDK1	CDC20	4446389	4443940	9606.ENSP00000378699	9606.ENSP00000361540	0	0	0	0	0.982	0.82	0.9	0.933	0.999
SNRPD1	PRPF19	4437667	4433393	9606.ENSP00000300413	9606.ENSP00000227524	0	0	0	0	0.493	0.99	0.9	0.322	0.999
MRPL2	MRPL11	4445791	4438456	9606.ENSP00000373404	9606.ENSP00000308897	0.167	0	0	0	0.503	0.982	0.9	0.222	0.999
MRPS14	MRPS16	4449138	4444061	9606.ENSP00000420714	9606.ENSP00000362036	0.044	0	0	0	0.62	0.952	0.9	0.737	0.999
SNRPE	SNRPD2	4448130	4441252	9606.ENSP00000400591	9606.ENSP00000342374	0	0	0	0	0.991	0.993	0.9	0.891	0.999
MRPS12	MRPL17	4447184	4436789	9606.ENSP00000384952	9606.ENSP00000288937	0.219	0	0	0	0.751	0.94	0.9	0.308	0.999
CUL1	SKP2	4439878	4436120	9606.ENSP00000326804	9606.ENSP00000274255	0	0	0	0	0	0.971	0.9	0.894	0.999
PTCD3	MRPS35	4434370	4432657	9606.ENSP00000254630	9606.ENSP00000081029	0	0	0	0	0.165	0.998	0.9	0	0.999
MRPL40	MRPL16	4440454	4437644	9606.ENSP00000333401	9606.ENSP00000300151	0	0	0	0	0.531	0.99	0.9	0.524	0.999
THOC5	NCBP1	4449109	4444514	9606.ENSP00000420306	9606.ENSP00000364289	0	0	0	0	0.25	0.993	0.9	0.81	0.999
CDKN1A	CDK4	4447168	4434582	9606.ENSP00000384849	9606.ENSP00000257904	0	0	0	0	0.051	0.994	0.9	0.899	0.999
MRPS9	MRPL32	4434635	4433279	9606.ENSP00000258455	9606.ENSP00000223324	0.082	0	0	0	0.649	0.986	0.9	0.381	0.999
SNRPG	SNRPD3	4436020	4432879	9606.ENSP00000272348	9606.ENSP00000215829	0	0	0	0	0.986	0.993	0.9	0.901	0.999
MRPL41	MRPL34	4443748	4434240	9606.ENSP00000360498	9606.ENSP00000252602	0	0	0	0	0.162	0.98	0.9	0.526	0.999
MRPS14	MRPS10	4449138	4432631	9606.ENSP00000420714	9606.ENSP00000053468	0.167	0	0	0	0.668	0.988	0.9	0.517	0.999
MCM2	MCM4	4435544	4435007	9606.ENSP00000265056	9606.ENSP00000262105	0	0	0	0.75	0.999	0.998	0.9	0.921	0.999
CDC20	SKP2	4443940	4436120	9606.ENSP00000361540	9606.ENSP00000274255	0	0	0	0	0.281	0.993	0.9	0.706	0.999
MRPL2	MRPL16	4445791	4437644	9606.ENSP00000373404	9606.ENSP00000300151	0.093	0	0	0	0.842	0.989	0.9	0.772	0.999
MRPL17	MRPL4	4436789	4434282	9606.ENSP00000288937	9606.ENSP00000253099	0.185	0	0	0	0.904	0.984	0.9	0.228	0.999
MAML3	RBPJ	4449159	4441499	9606.ENSP00000421180	9606.ENSP00000345206	0	0	0	0	0.061	0.993	0.9	0.69	0.999
SNRNP70	SNRPD3	4451051	4432879	9606.ENSP00000472998	9606.ENSP00000215829	0	0	0	0	0.75	0.991	0.9	0.805	0.999
MRPL13	MRPL27	4438233	4433347	9606.ENSP00000306548	9606.ENSP00000225969	0.219	0	0.202	0	0.873	0.956	0.9	0.308	0.999
MRPL21	MRPL13	4442495	4438233	9606.ENSP00000354580	9606.ENSP00000306548	0.219	0	0	0	0.685	0.943	0.9	0.431	0.999
MCM7	MCM5	4438312	4432914	9606.ENSP00000307288	9606.ENSP00000216122	0	0	0	0.774	0.999	0.977	0.9	0.986	0.999
CKS1B	CDK2	4438654	4435732	9606.ENSP00000311083	9606.ENSP00000266970	0	0	0	0	0.581	0.988	0.9	0.651	0.999
NUP62	NUP93	4450981	4438619	9606.ENSP00000471191	9606.ENSP00000310668	0	0	0	0	0.193	0.971	0.9	0.869	0.999
MRPL19	MRPS9	4446201	4434635	9606.ENSP00000377486	9606.ENSP00000258455	0.291	0	0	0	0.72	0.953	0.9	0.696	0.999
MRPL43	MRPL46	4440999	4438774	9606.ENSP00000339844	9606.ENSP00000312311	0	0	0	0	0.85	0.943	0.9	0	0.999
MRPS30	MRPL37	4449286	4442428	9606.ENSP00000424328	9606.ENSP00000354086	0	0	0	0	0.143	0.942	0.9	0.823	0.999
MAML2	MAML1	4449714	4436982	9606.ENSP00000434552	9606.ENSP00000292599	0	0	0	0.563	0.061	0.993	0.9	0.771	0.999
MRPL2	MRPL32	4445791	4433279	9606.ENSP00000373404	9606.ENSP00000223324	0.114	0	0	0	0.383	0.991	0.9	0.308	0.999
GRB2	EGFR	4446042	4436186	9606.ENSP00000376345	9606.ENSP00000275493	0	0	0	0	0	0.9	0.9	0.935	0.999
MRPL11	MRPL32	4438456	4433279	9606.ENSP00000308897	9606.ENSP00000223324	0	0	0	0	0.243	0.988	0.9	0.316	0.999
SNRPD1	SNRPD3	4437667	4432879	9606.ENSP00000300413	9606.ENSP00000215829	0	0	0	0.78	0.965	0.994	0.9	0.947	0.999
RB1	CDK2	4435747	4435732	9606.ENSP00000267163	9606.ENSP00000266970	0	0	0	0	0.081	0.994	0.9	0.709	0.999
NUP88	NUP214	4450610	4442243	9606.ENSP00000458954	9606.ENSP00000352400	0	0	0	0	0.129	0.964	0.9	0.923	0.999
MRPS31	MRPS18B	4438994	4434730	9606.ENSP00000315397	9606.ENSP00000259873	0	0	0	0	0.074	0.972	0.9	0.723	0.999
NUP43	NUP133	4441241	4434869	9606.ENSP00000342262	9606.ENSP00000261396	0	0	0	0	0.192	0.963	0.9	0.92	0.999
MCM7	MCM4	4438312	4435007	9606.ENSP00000307288	9606.ENSP00000262105	0	0	0	0.793	0.998	0.998	0.9	0.937	0.999
MRPL1	MRPL17	4438965	4436789	9606.ENSP00000315017	9606.ENSP00000288937	0.219	0	0	0	0.841	0.944	0.9	0.285	0.999
MRPS2	MRPS7	4443812	4433935	9606.ENSP00000360850	9606.ENSP00000245539	0.089	0	0.212	0	0.469	0.98	0.9	0.547	0.999
MRPL47	MRPL17	4448914	4436789	9606.ENSP00000417602	9606.ENSP00000288937	0	0	0	0	0.944	0.989	0.9	0	0.999
CCNA2	CDK4	4436109	4434582	9606.ENSP00000274026	9606.ENSP00000257904	0	0.003	0	0	0.184	0.994	0.9	0.857	0.999
HNRNPK	RBMX	4444702	4443584	9606.ENSP00000365439	9606.ENSP00000359645	0	0	0	0	0.938	0.638	0.9	0.694	0.999
