Entry,Entry name,Protein names,Gene names,Organism,Cross-reference (DrugBank)
A0A346XLW4,A0A346XLW4_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A0A346XLW8,A0A346XLW8_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A0A346XLX0,A0A346XLX0_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A0A346XLX2,A0A346XLX2_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A0A346XLX3,A0A346XLX3_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A0A346XLX5,A0A346XLX5_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A0A346XLY3,A0A346XLY3_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A0A346XLY6,A0A346XLY6_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A0A346XM05,A0A346XM05_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A0A346XM06,A0A346XM06_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A0A346XM22,A0A346XM22_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A0A346XM28,A0A346XM28_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A0A346XM34,A0A346XM34_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A0A346XM38,A0A346XM38_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A0A346XM39,A0A346XM39_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A0A346XM40,A0A346XM40_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A0A346XM43,A0A346XM43_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A0A346XM49,A0A346XM49_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A0A346XM50,A0A346XM50_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A0A346XM51,A0A346XM51_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A0A346XM56,A0A346XM56_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A0A386NBZ1,A0A386NBZ1_HUMAN,Truncated tumor protein p53 transcript variant 1,TP53,Homo sapiens (Human),
A0A386NC20,A0A386NC20_HUMAN,Cellular tumor antigen p53,TP53,Homo sapiens (Human),
A0A386NC22,A0A386NC22_HUMAN,Cellular tumor antigen p53,TP53,Homo sapiens (Human),
A0A386NC25,A0A386NC25_HUMAN,Cellular tumor antigen p53,TP53,Homo sapiens (Human),
A0A386NC55,A0A386NC55_HUMAN,Cellular tumor antigen p53,TP53,Homo sapiens (Human),
A0A386NC62,A0A386NC62_HUMAN,Cellular tumor antigen p53,TP53,Homo sapiens (Human),
A0A386NCA6,A0A386NCA6_HUMAN,Cellular tumor antigen p53,TP53,Homo sapiens (Human),
A0A386NCB1,A0A386NCB1_HUMAN,Cellular tumor antigen p53,TP53,Homo sapiens (Human),
A0A386NCU2,A0A386NCU2_HUMAN,Cellular tumor antigen p53,TP53,Homo sapiens (Human),
A0A386NCW8,A0A386NCW8_HUMAN,Cellular tumor antigen p53,TP53,Homo sapiens (Human),
A0A386NCX4,A0A386NCX4_HUMAN,Cellular tumor antigen p53,TP53,Homo sapiens (Human),
A0A386NDA8,A0A386NDA8_HUMAN,Cellular tumor antigen p53,TP53,Homo sapiens (Human),
A0A386NDB3,A0A386NDB3_HUMAN,Cellular tumor antigen p53,TP53,Homo sapiens (Human),
A0A386NFX3,A0A386NFX3_HUMAN,Cellular tumor antigen p53,TP53,Homo sapiens (Human),
A0A386NFY2,A0A386NFY2_HUMAN,Cellular tumor antigen p53,TP53,Homo sapiens (Human),
A0A386NG45,A0A386NG45_HUMAN,Cellular tumor antigen p53,TP53,Homo sapiens (Human),
A0A386YR42,A0A386YR42_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A2I9Y7,A2I9Y7_HUMAN,Tumor protein p53 (Fragment),TP53 p53,Homo sapiens (Human),
A2I9Z0,A2I9Z0_HUMAN,Tumor protein p53 (Fragment),TP53 p53,Homo sapiens (Human),
A2I9Z1,A2I9Z1_HUMAN,Tumor protein p53 (Fragment),TP53,Homo sapiens (Human),
A2I9Z2,A2I9Z2_HUMAN,Tumor protein p53 (Fragment),TP53,Homo sapiens (Human),
A4GW67,A4GW67_HUMAN,Tumor protein p53 (Fragment),TP53,Homo sapiens (Human),
A4GW74,A4GW74_HUMAN,Tumor protein p53 (Fragment),TP53,Homo sapiens (Human),
A4GW75,A4GW75_HUMAN,Tumor protein p53 (Fragment),TP53,Homo sapiens (Human),
A4GW76,A4GW76_HUMAN,Tumor protein p53 (Fragment),TP53,Homo sapiens (Human),
A4GW97,A4GW97_HUMAN,Tumor protein p53 (Fragment),TP53,Homo sapiens (Human),
A4GWB4,A4GWB4_HUMAN,Tumor protein p53 (Fragment),TP53,Homo sapiens (Human),
A4GWB5,A4GWB5_HUMAN,Tumor protein p53 (Tumor suppressor p53) (Fragment),TP53,Homo sapiens (Human),
A4GWB8,A4GWB8_HUMAN,Tumor protein p53 (Fragment),TP53,Homo sapiens (Human),
A4GWD0,A4GWD0_HUMAN,Tumor protein p53 (Fragment),TP53,Homo sapiens (Human),
B1PZ15,B1PZ15_HUMAN,Tumor protein p53 (Fragment),TP53,Homo sapiens (Human),
B4XAK8,B4XAK8_HUMAN,p53 (Fragment),TP53,Homo sapiens (Human),
B4XAL0,B4XAL0_HUMAN,p53 (Fragment),TP53,Homo sapiens (Human),
B5AKF5,B5AKF5_HUMAN,Mutant p53 tumor suppressor (Fragment),TP53,Homo sapiens (Human),
B5AKF6,B5AKF6_HUMAN,Mutant p53 tumor suppressor (Fragment),TP53,Homo sapiens (Human),
B5AKF7,B5AKF7_HUMAN,Mutant p53 tumor suppressor (Fragment),TP53,Homo sapiens (Human),
D5KL86,D5KL86_HUMAN,Truncated p53 (Fragment),TP53,Homo sapiens (Human),
D5KL87,D5KL87_HUMAN,p53 (Fragment),TP53,Homo sapiens (Human),
D5KL88,D5KL88_HUMAN,p53 (Fragment),TP53,Homo sapiens (Human),
D5KL89,D5KL89_HUMAN,p53 (Fragment),TP53,Homo sapiens (Human),
D5KL90,D5KL90_HUMAN,p53 (Fragment),TP53,Homo sapiens (Human),
E2G6R5,E2G6R5_HUMAN,Tumor protein p53 (Fragment),TP53,Homo sapiens (Human),
E5RMA8,E5RMA8_HUMAN,Cellular tumor antigen p53,TP53,Homo sapiens (Human),
E7EMR6,E7EMR6_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
E7EQX7,E7EQX7_HUMAN,Cellular tumor antigen p53,TP53,Homo sapiens (Human),
E7ESS1,E7ESS1_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
E9PCY9,E9PCY9_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
E9PFT5,E9PFT5_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
H2EHT1,H2EHT1_HUMAN,Cellular tumor antigen p53,TP53,Homo sapiens (Human),
I3L0W9,I3L0W9_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
J3KP33,J3KP33_HUMAN,Cellular tumor antigen p53,TP53,Homo sapiens (Human),
K7PPA8,K7PPA8_HUMAN,Cellular tumor antigen p53,TP53,Homo sapiens (Human),
K7PPU4,K7PPU4_HUMAN,Cellular tumor antigen p53,TP53,Homo sapiens (Human),
L0ENF7,L0ENF7_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0ENG6,L0ENG6_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0ENG9,L0ENG9_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EP82,L0EP82_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EP99,L0EP99_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EPV7,L0EPV7_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EPW3,L0EPW3_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EPX4,L0EPX4_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EPY0,L0EPY0_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EPZ1,L0EPZ1_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EQ03,L0EQ03_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EQ05,L0EQ05_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EQ52,L0EQ52_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EQ89,L0EQ89_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EQ92,L0EQ92_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EQE2,L0EQE2_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EQJ1,L0EQJ1_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EQP1,L0EQP1_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EQP9,L0EQP9_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EQQ9,L0EQQ9_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EQS1,L0EQS1_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EQT1,L0EQT1_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EQU5,L0EQU5_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EQV3,L0EQV3_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EQX3,L0EQX3_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EQX9,L0EQX9_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0EQY4,L0EQY4_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0ERB4,L0ERB4_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0ERI9,L0ERI9_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0ERJ3,L0ERJ3_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0ERK8,L0ERK8_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0ERL2,L0ERL2_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0ERS6,L0ERS6_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0ES54,L0ES54_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0ES73,L0ES73_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0ES92,L0ES92_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0ESB7,L0ESB7_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
L0ESQ5,L0ESQ5_HUMAN,Tumor suppressor p53 (Fragment),TP53,Homo sapiens (Human),
P04637,P53_HUMAN,Cellular tumor antigen p53 (Antigen NY-CO-13) (Phosphoprotein p53) (Tumor suppressor p53),TP53 P53,Homo sapiens (Human),DB08363;DB00945;DB05404;
Q0ZAJ9,Q0ZAJ9_HUMAN,p53-Ex10 isoform (Fragment),TP53,Homo sapiens (Human),
Q0ZAK0,Q0ZAK0_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
Q0ZAK1,Q0ZAK1_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
Q19RW5,Q19RW5_HUMAN,Truncated p53 splice variant (Fragment),TP53,Homo sapiens (Human),
Q19RW6,Q19RW6_HUMAN,Truncated p53 (Fragment),TP53,Homo sapiens (Human),
Q1HGV0,Q1HGV0_HUMAN,Mutant p53 tumor suppressor (Fragment),TP53,Homo sapiens (Human),
Q1HGV1,Q1HGV1_HUMAN,Mutant p53 tumor suppressor (Fragment),TP53 p53,Homo sapiens (Human),
Q1HGV2,Q1HGV2_HUMAN,Mutant p53 tumor suppressor (Fragment),TP53,Homo sapiens (Human),
Q1HGV3,Q1HGV3_HUMAN,Mutant p53 tumor suppressor (Fragment),TP53,Homo sapiens (Human),
Q1MSW8,Q1MSW8_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
Q1MSW9,Q1MSW9_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
Q1MSX0,Q1MSX0_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
Q2XSC7,Q2XSC7_HUMAN,Cellular tumor antigen p53,TP53,Homo sapiens (Human),
Q761V2,Q761V2_HUMAN,Tumor protein p53 (Fragment),p53 TP53,Homo sapiens (Human),
S4R334,S4R334_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
S5LJ04,S5LJ04_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
S5LJ49,S5LJ49_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
S5LJ61,S5LJ61_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
S5LMC6,S5LMC6_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
S5LME3,S5LME3_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
S5LMG1,S5LMG1_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
S5LMI5,S5LMI5_HUMAN,Mutant tumor protein 53 (Fragment),TP53,Homo sapiens (Human),
S5LQQ1,S5LQQ1_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
S5LQU3,S5LQU3_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
S5LQU8,S5LQU8_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
S5LQX7,S5LQX7_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
S5M207,S5M207_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
S5M224,S5M224_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
S5M706,S5M706_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
S5M713,S5M713_HUMAN,Cellular tumor antigen p53 (Fragment),TP53,Homo sapiens (Human),
U6BGT3,U6BGT3_HUMAN,Truncated TP53 (Fragment),TP53,Homo sapiens (Human),
U6BHT9,U6BHT9_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
U6BHU6,U6BHU6_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
U6BI14,U6BI14_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
U6BKV7,U6BKV7_HUMAN,TP53 (Fragment),TP53,Homo sapiens (Human),
A0A1B0GUU0,A0A1B0GUU0_HUMAN,CREB-binding protein (Fragment),CREBBP,Homo sapiens (Human),
B5A210,B5A210_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A211,B5A211_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A212,B5A212_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A213,B5A213_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A214,B5A214_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A215,B5A215_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A216,B5A216_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A217,B5A217_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A218,B5A218_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A219,B5A219_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A220,B5A220_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A221,B5A221_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A222,B5A222_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A223,B5A223_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A224,B5A224_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A225,B5A225_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A226,B5A226_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A227,B5A227_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A228,B5A228_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A229,B5A229_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A230,B5A230_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A231,B5A231_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A232,B5A232_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A233,B5A233_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A234,B5A234_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A235,B5A235_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A236,B5A236_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A237,B5A237_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A238,B5A238_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A239,B5A239_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A240,B5A240_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A241,B5A241_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A242,B5A242_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A243,B5A243_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A244,B5A244_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A246,B5A246_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A248,B5A248_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A249,B5A249_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A250,B5A250_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A252,B5A252_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
B5A253,B5A253_HUMAN,CREBBP (Fragment),CREBBP,Homo sapiens (Human),
I3L0Q1,I3L0Q1_HUMAN,CREB-binding protein (Fragment),CREBBP,Homo sapiens (Human),
I3L293,I3L293_HUMAN,CREB-binding protein (Fragment),CREBBP,Homo sapiens (Human),
I3L3I5,I3L3I5_HUMAN,CREB-binding protein (Fragment),CREBBP,Homo sapiens (Human),
I3L466,I3L466_HUMAN,CREB-binding protein (Fragment),CREBBP,Homo sapiens (Human),
Q4G0V0,Q4G0V0_HUMAN,CREBBP protein (Fragment),CREBBP,Homo sapiens (Human),
Q92793,CBP_HUMAN,CREB-binding protein (EC 2.3.1.48),CREBBP CBP,Homo sapiens (Human),
P61978,HNRPK_HUMAN,Heterogeneous nuclear ribonucleoprotein K (hnRNP K) (Transformation up-regulated nuclear protein) (TUNP),HNRNPK HNRPK,Homo sapiens (Human),
Q5T6W2,Q5T6W2_HUMAN,Heterogeneous nuclear ribonucleoprotein K (Fragment),HNRNPK,Homo sapiens (Human),
S4R359,S4R359_HUMAN,Heterogeneous nuclear ribonucleoprotein K (Fragment),HNRNPK,Homo sapiens (Human),
S4R457,S4R457_HUMAN,Heterogeneous nuclear ribonucleoprotein K,HNRNPK,Homo sapiens (Human),
Q9HD33,RM47_HUMAN,"39S ribosomal protein L47, mitochondrial (L47mt) (MRP-L47) (Mitochondrial large ribosomal subunit protein uL29m) (Nasopharyngeal carcinoma metastasis-related protein 1)",MRPL47 NCM1 CGI-204,Homo sapiens (Human),
A0A1W2PPE5,A0A1W2PPE5_HUMAN,"39S ribosomal protein L9, mitochondrial (Fragment)",MRPL9,Homo sapiens (Human),
A0A1W2PPK1,A0A1W2PPK1_HUMAN,"39S ribosomal protein L9, mitochondrial (Fragment)",MRPL9,Homo sapiens (Human),
A0A1W2PQB6,A0A1W2PQB6_HUMAN,"39S ribosomal protein L9, mitochondrial (Fragment)",MRPL9,Homo sapiens (Human),
A0A1W2PRK9,A0A1W2PRK9_HUMAN,"39S ribosomal protein L9, mitochondrial",MRPL9,Homo sapiens (Human),
A0A1W2PS92,A0A1W2PS92_HUMAN,"39S ribosomal protein L9, mitochondrial (Fragment)",MRPL9,Homo sapiens (Human),
Q5SZR1,Q5SZR1_HUMAN,"39S ribosomal protein L9, mitochondrial",MRPL9,Homo sapiens (Human),
Q9BYD2,RM09_HUMAN,"39S ribosomal protein L9, mitochondrial (L9mt) (MRP-L9) (Mitochondrial large ribosomal subunit protein bL9m)",MRPL9,Homo sapiens (Human),
A0A024R578,A0A024R578_HUMAN,"Mitochondrial ribosomal protein L49, isoform CRA_b",MRPL49 hCG_23367,Homo sapiens (Human),
E9PI78,E9PI78_HUMAN,"39S ribosomal protein L49, mitochondrial",MRPL49,Homo sapiens (Human),
E9PNF1,E9PNF1_HUMAN,"39S ribosomal protein L49, mitochondrial",MRPL49,Homo sapiens (Human),
E9PRD2,E9PRD2_HUMAN,"39S ribosomal protein L49, mitochondrial",MRPL49,Homo sapiens (Human),
H0YDP7,H0YDP7_HUMAN,"39S ribosomal protein L49, mitochondrial (Fragment)",MRPL49,Homo sapiens (Human),
Q13405,RM49_HUMAN,"39S ribosomal protein L49, mitochondrial (L49mt) (MRP-L49) (Mitochondrial large ribosomal subunit protein mL49) (Neighbor of FAU) (NOF) (Protein NOF1)",MRPL49 C11orf4 NOF1 OK/SW-cl.67,Homo sapiens (Human),
D3DV79,D3DV79_HUMAN,Cyclin-dependent kinases regulatory subunit,CKS1B hCG_1739274,Homo sapiens (Human),
P61024,CKS1_HUMAN,Cyclin-dependent kinases regulatory subunit 1 (CKS-1),CKS1B CKS1 PNAS-143 PNAS-16,Homo sapiens (Human),DB02681;
Q5T178,Q5T178_HUMAN,Cyclin-dependent kinases regulatory subunit,CKS1B hCG_1739274,Homo sapiens (Human),
Q5T179,Q5T179_HUMAN,Cyclin-dependent kinases regulatory subunit,CKS1B,Homo sapiens (Human),
Q9BZU3,Q9BZU3_HUMAN,Cyclin-dependent kinases regulatory subunit,CKS1B hCG_1739274,Homo sapiens (Human),
C9J5D8,C9J5D8_HUMAN,"28S ribosomal protein S22, mitochondrial (Fragment)",MRPS22,Homo sapiens (Human),
G5E9V5,G5E9V5_HUMAN,"28S ribosomal protein S22, mitochondrial (Mitochondrial ribosomal protein S22, isoform CRA_a)",MRPS22 hCG_17223,Homo sapiens (Human),
G5E9W7,G5E9W7_HUMAN,"28S ribosomal protein S22, mitochondrial (Mitochondrial ribosomal protein S22, isoform CRA_e)",MRPS22 hCG_17223,Homo sapiens (Human),
H7C5F2,H7C5F2_HUMAN,"28S ribosomal protein S22, mitochondrial (Fragment)",MRPS22,Homo sapiens (Human),
H7C5H3,H7C5H3_HUMAN,"28S ribosomal protein S22, mitochondrial (Fragment)",MRPS22,Homo sapiens (Human),
H7C5L9,H7C5L9_HUMAN,"28S ribosomal protein S22, mitochondrial (Fragment)",MRPS22,Homo sapiens (Human),
P82650,RT22_HUMAN,"28S ribosomal protein S22, mitochondrial (MRP-S22) (S22mt) (Mitochondrial small ribosomal subunit protein mS22)",MRPS22 C3orf5 RPMS22 GK002,Homo sapiens (Human),
Q96Q16,Q96Q16_HUMAN,Mitochondrial ribosomal protein S22 (Fragment),MRPS22,Homo sapiens (Human),
O95886,DLGP3_HUMAN,Disks large-associated protein 3 (DAP-3) (PSD-95/SAP90-binding protein 3) (SAP90/PSD-95-associated protein 3) (SAPAP3),DLGAP3 DAP3,Homo sapiens (Human),
P51398,RT29_HUMAN,"28S ribosomal protein S29, mitochondrial (MRP-S29) (S29mt) (Death-associated protein 3) (DAP-3) (Ionizing radiation resistance conferring protein) (Mitochondrial small ribosomal subunit protein mS29)",DAP3 MRPS29,Homo sapiens (Human),
V9GY11,V9GY11_HUMAN,"28S ribosomal protein S29, mitochondrial (Fragment)",DAP3,Homo sapiens (Human),
V9GYA7,V9GYA7_HUMAN,"28S ribosomal protein S29, mitochondrial (Fragment)",DAP3,Homo sapiens (Human),
V9GYC9,V9GYC9_HUMAN,"28S ribosomal protein S29, mitochondrial (Fragment)",DAP3,Homo sapiens (Human),
V9GYF7,V9GYF7_HUMAN,"28S ribosomal protein S29, mitochondrial (Fragment)",DAP3,Homo sapiens (Human),
V9GYJ3,V9GYJ3_HUMAN,"28S ribosomal protein S29, mitochondrial (Fragment)",DAP3,Homo sapiens (Human),
V9GYJ9,V9GYJ9_HUMAN,"28S ribosomal protein S29, mitochondrial (Fragment)",DAP3,Homo sapiens (Human),
V9GYL4,V9GYL4_HUMAN,"28S ribosomal protein S29, mitochondrial",DAP3,Homo sapiens (Human),
V9GYL9,V9GYL9_HUMAN,"28S ribosomal protein S29, mitochondrial (Fragment)",DAP3,Homo sapiens (Human),
V9GYR8,V9GYR8_HUMAN,"28S ribosomal protein S29, mitochondrial (Fragment)",DAP3,Homo sapiens (Human),
V9GYW1,V9GYW1_HUMAN,"28S ribosomal protein S29, mitochondrial (Fragment)",DAP3,Homo sapiens (Human),
V9GZ03,V9GZ03_HUMAN,"28S ribosomal protein S29, mitochondrial (Fragment)",DAP3,Homo sapiens (Human),
V9GZ61,V9GZ61_HUMAN,"28S ribosomal protein S29, mitochondrial (Fragment)",DAP3,Homo sapiens (Human),
Q01094,E2F1_HUMAN,Transcription factor E2F1 (E2F-1) (PBR3) (Retinoblastoma-associated protein 1) (RBAP-1) (Retinoblastoma-binding protein 3) (RBBP-3) (pRB-binding protein E2F-1),E2F1 RBBP3,Homo sapiens (Human),
A0A024RDV3,A0A024RDV3_HUMAN,"Retinoblastoma 1 (Including osteosarcoma), isoform CRA_a",RB1 hCG_30750,Homo sapiens (Human),
A0A0X9QC09,A0A0X9QC09_HUMAN,Retinoblastoma 1 (Fragment),RB1,Homo sapiens (Human),
A0A2R8Y743,A0A2R8Y743_HUMAN,Retinoblastoma-associated protein (Fragment),RB1,Homo sapiens (Human),
A0A2R8YFL6,A0A2R8YFL6_HUMAN,Retinoblastoma-associated protein,RB1,Homo sapiens (Human),
A0A385FS12,A0A385FS12_HUMAN,Retinoblastoma susceptibility protein (Fragment),RB1,Homo sapiens (Human),
A0A385FS25,A0A385FS25_HUMAN,Retinoblastoma susceptibility protein (Fragment),RB1,Homo sapiens (Human),
A0A385FS33,A0A385FS33_HUMAN,Retinoblastoma susceptibility protein (Fragment),RB1,Homo sapiens (Human),
A0A385FS38,A0A385FS38_HUMAN,Retinoblastoma susceptibility protein (Fragment),RB1,Homo sapiens (Human),
A0A385FS40,A0A385FS40_HUMAN,Retinoblastoma susceptibility protein (Fragment),RB1,Homo sapiens (Human),
